-120.85915,-384.85553,118.71576
502.33395,-680.30475,79.704185
-62.04869,-732.151,-39.740707
-446.0352,-450.0901,-31.468805
125.54292,21.866436,100.27375
19.306652,-42.24218,131.89069
322.4917,825.5617,1.975111
218.26387,-494.21167,14.723494
124.04484,-97.66856,-102.80625
-571.19525,-601.1331,30.023916
-377.0098,863.73145,-80.9482
108.30186,-402.0459,-65.643394
105.13988,196.6916,-14.112705
339.05685,460.70682,-33.153442
545.1,-652.6277,118.9159
12.690746,-839.5019,89.57546
-71.6962,-390.08377,132.7947
403.635,851.41486,55.70555
-143.5072,-234.80577,76.73833
-90.83447,59.063217,83.09154
44.16633,-703.9061,-26.440397
-263.88217,-487.11786,-6.636923
-274.14313,321.8618,132.8755
-42.279774,-56.939716,-134.89333
-474.75952,831.89105,87.526794
62.435425,-280.05872,-75.10866
315.0909,407.7179,-4.2537136
-153.45816,119.11759,94.68462
165.80493,121.12478,107.38176
-124.60218,-431.99005,-85.35454
487.17804,-514.5517,48.898216
-402.79724,765.7529,-2.8147526
-395.6112,-461.26306,-122.02038
445.21695,-459.38202,-97.119644
16.97711,-659.7069,-48.48663
-80.469666,-254.1445,147.82967
259.81992,-436.1716,14.41186
18.961771,-443.51785,-88.458725
347.93802,859.2143,83.695885
132.9548,-568.8758,-53.787247
137.86584,-478.33972,80.32596
-121.6002,-11.919816,-113.96834
-169.5802,-494.45297,45.557983
300.40186,204.37273,46.074806
105.6929,-43.602432,104.78675
-42.133415,-615.2242,-49.26154
-133.5672,-521.05817,-83.75184
360.36798,652.0239,-81.17095
65.452,26.549126,106.74072
132.96089,-529.3097,43.127563
-479.47623,-531.0181,-80.116165
-414.94922,-405.15308,-50.997765
-143.87717,-384.47894,-72.311745
75.44139,-219.92477,-71.43097
-275.32724,373.27777,108.31361
136.50285,-155.55545,97.9642
-171.9952,-9.877947,53.070908
50.90657,-785.94,111.13371
-178.28018,-52.336395,-37.30936
-482.87823,-730.82794,78.31769
257.87897,96.395996,55.208572
-19.285053,-113.72175,-108.09931
-52.174664,-314.17868,152.93767
-5.8183985,-488.42496,-87.53597
383.06488,781.80597,-3.1534748
-62.5734,-647.3108,101.92041
-100.62515,36.556335,-119.24131
308.12494,658.67395,-52.085472
202.65886,350.84576,50.202797
310.4,308.6929,46.221428
-5.1987343,-284.3954,163.96864
226.31789,-526.8329,-93.07258
-255.4642,207.38255,-11.274584
-11.710835,-676.76373,161.05772
571.98785,-735.8278,104.087
-178.24016,-385.89062,50.297707
-556.3093,-699.5411,68.74784
-212.90823,-477.678,13.982801
-1.6794982,-160.89742,162.06964
7.1231174,16.956604,106.00266
52.57172,-682.20844,99.91832
-173.73619,144.2144,-55.56179
212.52591,0.5503703,-26.494081
186.54988,169.2567,110.1757
373.29492,-497.4839,-49.310287
-308.02124,-452.68707,-12.475149
381.62384,844.38043,-81.97449
94.64215,49.35791,-119.69133
267.67487,-401.83478,-39.85543
266.50388,180.3987,100.28577
73.184616,-776.9176,31.617708
-10.466167,-609.3158,130.3877
-90.786545,-691.6838,59.457756
-95.975784,138.48967,61.566963
-67.15507,-463.36066,102.57266
-103.03319,-319.396,-72.67202
334.61194,343.25293,98.24568
82.88624,-361.64368,147.69064
-319.20718,-460.6051,-105.33336
383.80994,767.375,-75.91312
-225.8772,81.389366,74.58146
491.26004,-590.8927,83.08626
165.46886,-366.41873,78.75479
10.446818,-94.17097,154.4576
-342.87625,802.83594,-19.69948
-223.27122,-374.34775,-0.14285088
199.25594,29.708433,78.16523
-471.22324,-787.753,93.44208
-130.77017,20.8281,85.21014
372.9675,852.6193,-24.227129
-124.72617,-118.78776,-83.31006
-72.27383,-68.02789,109.45658
249.33397,243.06778,131.51381
333.48087,-457.49167,-5.1173534
-33.205837,-219.98378,-82.86219
-106.6752,-306.68457,128.93164
-88.55588,-385.35098,-85.474304
12.455127,-304.83475,-75.27745
-0.62167645,45.93906,-112.78327
-359.12415,654.9597,-79.62509
-254.50122,340.65366,10.819754
-196.0512,261.13272,101.86356
89.449036,121.93252,-58.809032
-349.81915,550.4878,22.112738
-114.56516,212.26863,0.56345177
-158.5542,-122.98669,-39.849625
-40.965847,-840.9469,59.079815
-348.7132,683.13385,-18.071756
58.03966,-383.81778,-76.996544
422.35693,-490.53156,-12.970934
101.39987,-577.5529,14.218201
-202.84122,-536.5399,12.688383
-206.30214,194.5167,112.85155
91.81381,-186.42842,141.7777
45.79239,-533.6547,66.557014
-422.55438,849.6095,-20.878069
-247.5982,402.2017,41.493797
154.12491,78.376495,-83.10898
-116.10221,-582.2191,-11.197134
-57.28167,-148.34845,144.23163
12.099533,-769.3171,-66.729935
-66.83057,-550.1698,51.1765
-522.31525,-566.69714,-37.5774
-59.732975,-168.37373,-88.689316
-361.8572,465.76263,-20.181337
-20.144848,-593.2978,76.23743
-240.8202,234.3357,122.13757
-65.902115,-811.7346,104.08582
90.14097,-511.45984,-89.37197
69.97135,156.5357,50.817917
257.9199,417.11493,9.424604
364.9509,798.10406,51.47404
-146.2412,-329.00665,80.57901
313.73477,798.52893,-89.52358
-15.444643,-709.5031,-61.02276
0.6160188,-12.097517,-131.35928
24.901434,-530.244,-86.288574
78.91878,-455.31577,117.92369
-444.01926,-489.08316,-109.15149
217.13982,-397.0366,-34.07779
-260.0042,-407.19086,-49.92724
109.60283,-259.82376,-48.55938
321.90198,713.9,-99.9789
140.47789,-293.94058,99.41446
349.75998,552.02386,-57.865623
-162.41418,-315.1139,-48.11293
-288.50717,-520.3612,-68.42275
-503.55725,-506.05905,7.1032467
314.86093,-470.8679,-99.873825
-268.88522,152.33968,78.693275
-328.23322,-406.64493,-62.85441
339.33496,781.9779,-135.35728
-421.9148,848.79926,54.63128
-33.882484,106.30159,64.5329
-71.58716,-743.5938,119.32774
104.52492,-247.31343,137.7687
-334.32123,368.09067,18.015371
-359.64517,794.5347,-132.27544
220.64893,123.9718,110.71973
-1.569109,-346.63153,153.50471
140.39188,-310.09665,-42.817665
53.481876,108.77461,74.524345
375.56885,-411.43356,-22.795103
24.29903,-749.6116,156.58578
106.89484,-313.54044,137.08371
170.98184,-442.67477,-58.32003
176.10887,-358.81473,-34.306717
330.61398,576.29596,0.47270775
158.82088,282.27582,38.25641
261.03687,306.6608,14.93417
481.62888,-695.3968,123.68092
165.67688,226.75873,87.97965
473.64407,-644.9586,138.92897
-175.63719,60.37703,92.49733
-302.37317,583.0847,1.9566021
-440.58725,-504.54495,-38.25045
-47.45477,-272.28375,-78.17304
-32.46748,-234.43939,160.46568
-41.233707,-767.9925,152.58582
480.58685,-551.9309,-18.537222
-516.4442,-561.71497,39.07106
-40.211483,-504.11075,85.95119
-97.66262,-151.71748,112.04665
-154.94218,83.651215,-85.7323
88.14936,-499.84976,83.35842
-363.01215,419.07257,1.9693279
-169.3932,-161.8937,-4.221649
-81.18209,-571.022,-69.352905
209.9409,-439.74167,29.15816
245.11896,75.65907,-16.421635
358.35788,430.1708,11.08654
-24.145206,-410.53903,-82.20302
-3.5671062,-810.40906,135.73468
205.60785,-1.3853168,36.290363
-140.8552,231.1076,50.507126
340.136,499.64792,46.69069
161.56783,-539.051,-82.01128
253.80885,467.5299,17.502758
-135.79617,-467.42188,76.2556
447.76193,-414.33878,-21.933653
-97.03518,-86.408104,-114.1273
31.897068,-243.76857,170.61871
277.20087,-514.9648,-20.924086
-225.7222,42.08664,28.020979
-172.06525,-293.0467,25.22255
144.18689,-42.385757,-102.13328
537.722,-611.33386,45.594604
-75.37698,-509.252,-95.55394
-535.1534,-780.9271,42.60562
366.65384,708.96893,-50.938232
266.19193,159.45657,-5.8942757
334.50693,361.63693,39.993576
-334.33725,737.48376,-51.68164
-318.00024,304.1477,102.82356
-373.8554,848.9485,-131.54416
-104.22015,-503.8337,62.52778
20.800049,-392.46255,140.33266
